"CNTLNUM","SCHCNTL","currentTeacher","TFSFINWT","F0105","F0108","F0113","F0116","T0293","T0294","T0295","T0296","T0297","T0298","T0299","T0300","T0301","T0303","T0306","T0307","T0308","T0309","T0310","T0311","T0312","T0315","T0320","T0321","T0322","T0324","T0325","T0326","T0327","T0331","T0332","T0335","T0336","T0337","T0338","T0339","T0340","TFNLWGT","LEP_T","MGMNT_T","NEWTCH","PLAN","PUPILS_D","PUPILS_S","SBKGD_T","SDLQ_T","T0051","T0059","T0106","T0120","T0122","T0124","T0125","T0126","T0127","T0147","T0148","T0149","T0150","T0153","T0154","T0155","T0156","T0158","T0208","T0248","T0250","treat","teachImputed","PUPILS","PSCHMAN","PFAMBACK","PSTUDEL","PSTUPAR","PTEACSUP","pscore","distance","weights","subclass"
136462,111506,1,805.0535,"Strongly disagree","Strongly agree","Strongly agree","Strongly agree",4,3,5,5,4,5,3,3,4,4,4,4,3,2,4,3,4,3,3,1,1,1,3,2,1,2,3,1,1,1,1,4,5,119.0336,0,7,"Teacher has taught 3 years or less",14.29,143,0,4,11,1,0,0,2,5,2,1,1,1,1,1,5,1,2,1,1,2,2,0,2,-8,0,0,143,1.59935140397038,-1.59922631852325,-0.967055137082971,-1.46753107245232,1.09869580711498,0.238741691215085,0.238741691215085,1,"67"
136753,108492,1,2453.4439,"Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree",3,4,4,4,4,5,2,3,2,2,4,2,3,3,2,2,1,1,1,3,3,4,4,4,4,4,2,3,4,2,4,1,2,247.8825,0,13,"Teacher has taught 3 years or less",12.5,0,0,13,18,1,1,0,3,5,1,1,1,1,1,1,5,2,2,1,1,2,1,56,1,-8,0,0,0,0.491181584215907,0.529149528190342,0.413245702083693,0.503566685370291,0.5114620379946,0.118920603675372,0.118920603675372,1,"72"
137017,102213,1,17.6865,"Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",5,5,5,5,4,5,3,3,3,3,3,4,4,4,3,3,4,1,2,3,2,2,4,4,4,4,3,2,2,2,2,1,1,12.2755,50.63,9,"Teacher has taught 3 years or less",10,79,0,8,19,1,0,1,1,5,1,1,1,1,2,-8,0,1,2,2,2,2,2,0,2,2,0,1,79,1.36220477914459,-0.127458516444938,0.365124187271974,-0.253401374641283,1.47194511423242,0.387760045366431,0.387760045366431,1,"177"
137316,107549,0,93.276,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",5,5,5,5,5,5,1,1,3,1,1,3,1,1,1,1,2,1,1,3,3,4,4,4,4,4,3,3,2,2,4,1,1,69.8371,29.41,19,"Teacher has taught 3 years or less",2.63,85,0,11,19,1,0,7,1,5,1,1,1,1,1,1,5,1,2,2,1,2,1,0,2,1,0,0,85,-0.681833549202647,0.378411113464841,0.69745647461824,0.630828660200477,-1.11346263222398,0.25583702755361,0.25583702755361,1,"56"
137320,101899,1,72.3728,"Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree",1,3,4,4,4,4,1,2,4,2,2,4,2,2,2,2,2,4,2,2,2,2,3,3,3,2,2,2,2,2,3,2,1,61.7054,4.31,16,"Teacher has taught 3 years or less",14.55,116,0,9,13,1,1,0,3,5,2,1,1,1,1,1,4,2,2,2,1,2,2,0,2,1,0,0,116,0.217369159480321,-0.119434544240939,-0.468930005633579,-0.579244501093163,0.126318992302499,0.076959234241752,0.076959234241752,1,"174"
137395,108290,1,6.4801,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly disagree",5,5,5,5,5,5,1,1,4,1,1,1,2,1,1,1,1,1,1,2,3,3,3,4,3,4,3,2,3,2,4,1,1,6.0466,0,20,"Teacher has taught 3 years or less",7.5,68,0,11,17,1,1,1,3,5,1,1,1,1,1,1,5,2,2,1,1,2,1,0,-8,-8,0,0,68,-1.27338898324181,0.266288929006216,0.28533395188818,0.0272816403708423,-0.908555450347144,0.307596597942785,0.307596597942785,1,"170"
137467,108634,1,634.3369,"Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree",5,1,5,5,5,5,1,1,4,3,1,2,1,2,1,2,1,1,1,2,3,4,4,4,4,4,3,2,2,2,2,1,1,271.3152,5,20,"Teacher has taught 3 years or less",8.33,0,20,8,19,1,0,0,2,5,1,1,1,1,1,1,3,2,1,1,1,2,2,20,2,2,0,0,20,-0.936038036710099,-0.0519559000919581,0.578483654149417,0.287426463619087,-0.673883055997727,0.254831297472618,0.254831297472618,1,"144"
138568,100708,1,2456.9148,"Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree",3,4,5,5,5,4,2,1,3,3,1,2,2,2,1,1,2,2,1,2,2,4,4,4,4,4,2,2,3,2,3,2,1,405.5996,7.69,18,"Teacher has taught 3 years or less",11.76,0,13,10,18,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,13,1,1,0,0,13,-0.418611348325785,0.114079011070495,0.296888117149664,-0.0603527197724061,-0.388325561353577,0.235115262343789,0.235115262343789,1,"25"
139428,100946,0,468.3149,"Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat disagree",2,2,3,4,4,4,1,1,2,2,1,2,2,2,1,1,2,2,2,3,3,4,4,3,4,4,3,3,4,4,4,1,1,378.3022,5,19,"Teacher has taught 3 years or less",12.5,0,20,15,18,1,0,1,1,5,1,1,1,1,1,1,5,2,2,1,2,2,2,20,1,2,0,0,20,-0.704691292439673,1.36067002958097,0.678782774022029,0.624750012945643,-0.553332364837291,0.184609496014846,0.184609496014846,1,"45"
139492,105544,1,42.1888,"Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree",2,2,4,5,4,5,3,3,4,2,2,3,3,2,2,2,3,1,1,2,2,4,4,4,4,4,4,2,2,2,3,1,1,36.711,0,12,"Teacher has taught 3 years or less",6.25,0,20,9,20,1,0,1,3,5,1,1,1,1,1,1,2,1,1,1,1,2,2,20,1,-8,0,0,20,0.714354162422443,0.0655596698420981,0.719788661631303,0.0484136736383881,0.46450357260667,0.344147297678788,0.344147297678788,1,"53"
139512,101820,1,695.7873,"Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree",3,2,5,5,5,5,2,2,3,1,2,2,2,1,2,3,3,1,2,3,2,4,4,4,4,4,4,2,3,3,3,1,1,97.9023,0,14,"Teacher has taught 3 years or less",3.51,0,17,11,20,1,0,0,2,5,2,1,1,1,1,1,3,1,1,1,1,2,1,17,2,-8,0,0,17,0.287704056006252,0.532840469914166,0.863717326664617,0.291695345227476,0.0610822689863646,0.407609998513858,0.407609998513858,1,"179"
139562,104354,1,901.7941,"Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree",5,2,5,5,3,5,4,3,3,3,4,4,2,2,2,2,3,1,2,3,3,4,2,4,3,4,1,1,1,1,3,1,5,277.8174,1.41,9,"Teacher has taught 3 years or less",5.41,71,0,6,14,1,1,0,3,5,2,1,1,1,1,1,1,2,1,1,2,2,2,0,1,2,0,0,71,1.18249380145329,-0.748115530157217,-0.351131789749309,0.320955152333639,0.32003745885272,0.233757999841751,0.233757999841751,1,"71"
139566,110528,1,691.9758,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",2,4,5,5,5,5,2,2,2,2,2,3,2,3,2,2,3,1,1,2,2,4,4,4,3,3,1,1,1,1,3,1,1,139.5577,0,14,"Teacher has taught 3 years or less",6.58,0,0,6,15,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,28,2,1,0,1,0,0.476366773156865,-0.759162061945992,-0.338732020284898,-0.244251518980842,0.340147912603476,0.227355933928327,0.227355933928327,1,"200"
139584,111061,0,4.4719,"Strongly disagree","Strongly agree","Strongly agree","Somewhat agree",5,4,4,4,5,4,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,2,1,3,1,1,1,1,2,3,5,3.6124,0,20,"Teacher has taught 3 years or less",3.33,0,1,5,8,1,0,0,3,5,2,2,1,1,1,1,5,2,2,1,2,2,2,1,-8,-8,0,1,1,-1.08927109968426,-1.31195435884689,-1.33217661016439,-1.40566724892046,-0.496937641213585,0.200828442281464,0.200828442281464,1,"119"
140033,107619,1,65.8029,"Somewhat disagree","Somewhat disagree","Strongly disagree","Strongly disagree",3,5,5,4,4,5,4,4,2,3,2,3,4,2,4,2,4,3,1,2,1,1,4,4,4,4,2,2,3,1,4,1,1,56.0789,1.47,7,"Teacher has taught 3 years or less",18.75,136,0,10,18,1,0,3,1,5,1,1,1,1,1,1,5,1,1,2,1,2,1,0,2,1,0,0,136,1.47522250855797,-0.192366937588125,0.0410797377050585,-0.907261502882707,1.09093959872278,0.378285341671017,0.378285341671017,1,"194"
140040,107189,1,406.0867,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",4,5,5,5,5,5,2,2,2,3,2,3,3,2,2,2,2,3,2,1,1,1,1,1,1,1,2,3,3,2,3,4,1,76.2878,9.49,15,"Teacher has taught 3 years or less",5,158,0,11,6,1,0,0,1,4,-8,-8,-8,-8,-8,-8,0,1,2,1,2,2,2,0,1,1,0,0,158,0.333757126060403,-0.0292802493968843,-1.26819751374936,-1.51673181909488,0.535535947268088,0.395279069236815,0.395279069236815,1,"43"
140185,103702,1,730.9401,"Strongly disagree","Somewhat agree","Strongly agree","Somewhat agree",5,3,4,4,5,5,1,1,4,2,1,1,1,1,1,1,1,1,1,3,3,4,3,4,4,4,3,3,3,3,3,2,5,323.369,0,20,"Teacher has taught 3 years or less",2.5,0,17,12,18,1,0,0,1,5,1,1,1,1,1,1,5,2,1,1,1,2,2,17,2,-8,0,0,17,-1.49843486037705,0.684607345854173,0.625503634119322,0.587428199463162,-1.46424373720327,0.260093112201537,0.260093112201537,1,"26"
140753,107171,1,18.6382,"Strongly agree","Strongly agree","Strongly agree","Strongly disagree",3,3,4,5,5,4,1,2,4,1,1,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,3,3,3,4,1,2,16.2181,0,17,"Teacher has taught 3 years or less",7.14,0,19,13,20,1,0,1,2,5,2,1,1,1,2,-8,0,1,1,1,1,2,1,19,1,-8,0,0,19,-0.143569226338053,0.959240128529284,1.21834875537228,1.40216550453229,-0.241343257454918,0.288043815177939,0.288043815177939,1,"96"
140859,108500,1,10.1669,"Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree",5,4,4,4,4,5,2,2,4,1,2,4,3,2,3,2,2,1,2,4,4,4,3,4,4,4,2,3,3,2,3,1,1,7.6661,100,14,"Teacher has taught 3 years or less",5,0,3,11,17,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,3,1,1,0,0,3,0.678168675420509,0.305124951656535,0.353420446864419,1.11578635563009,0.311476533010454,0.412302396538238,0.412302396538238,1,"15"
141413,111053,0,19.6578,"Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat disagree",3,2,4,3,3,4,2,2,3,4,1,2,2,2,2,1,2,2,3,2,1,1,1,3,2,3,1,1,1,1,2,3,3,14.7182,2.13,16,"Teacher has taught 3 years or less",2.14,47,0,5,10,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,1,2,2,0,-8,1,0,1,47,0.0210778072429099,-1.26894206963721,-1.09435209279312,-1.26294859116992,-0.106950643742794,0.39087517311159,0.39087517311159,1,"191"
141945,103306,1,13.3121,"Neither agree nor disagree","Somewhat agree","Strongly agree","Strongly disagree",1,4,5,5,5,5,2,2,3,1,4,4,3,4,3,2,4,4,4,2,2,4,1,3,4,4,2,2,1,2,2,4,3,10.7936,0,10,"Teacher has taught 3 years or less",5,0,24,7,14,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,24,1,-8,0,0,24,1.17372799907127,-0.301793176659333,-0.259435386563037,-0.196149614354152,0.934633049487309,0.0832741626236775,0.0832741626236775,1,"69"
142029,101429,1,341.6678,"Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree",2,3,5,5,5,5,4,4,2,2,2,3,4,4,4,4,4,2,3,4,2,4,4,4,4,4,2,1,1,2,3,1,5,318.8104,0.82,7,"Teacher has taught 3 years or less",9.26,122,0,7,18,1,0,1,1,5,1,1,1,1,1,1,2,2,2,2,1,2,2,0,1,2,0,0,122,1.68752295048251,-0.245890260036439,0.218742452357012,0.253815930468231,1.74996309761964,0.12856891067211,0.12856891067211,1,"57"
142057,104479,1,797.1226,"Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree",3,3,4,4,5,5,1,1,1,2,1,2,1,1,1,1,1,3,2,3,2,2,4,4,3,4,2,3,2,2,3,3,3,437.529,2.58,20,"Teacher has taught 3 years or less",14.29,155,0,10,17,1,0,0,3,5,1,1,1,1,1,1,5,2,2,1,1,2,2,0,2,2,0,0,155,-1.16569548068597,0.140207380456332,0.145764278316787,-0.25227894411233,-1.17891931334662,0.182902348611716,0.182902348611716,1,"87"
142137,112311,1,766.8214,"Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree",4,3,4,4,2,5,2,2,3,2,3,4,4,3,2,3,2,3,2,2,1,2,2,3,2,3,1,2,4,3,3,1,2,31.4368,0,14,"Teacher has taught 3 years or less",5,73,0,12,11,1,0,0,1,5,1,1,1,1,1,1,4,1,1,2,2,2,2,0,1,-8,0,0,73,0.669201739376914,0.379186839482344,-0.763342860153461,-0.974509862731582,1.18308409862748,0.224632482314526,0.224632482314526,1,"160"
142357,107846,1,380.3711,"Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree",5,4,5,5,5,5,1,2,4,3,1,3,2,2,1,2,2,3,2,2,2,3,3,3,3,3,2,3,1,2,2,2,5,279.9762,0,18,"Teacher has taught 3 years or less",16.13,0,16,8,14,1,0,1,1,4,1,1,1,1,2,-8,0,1,2,2,2,2,2,16,1,-8,0,0,16,-0.260585218008466,-0.16297139365759,-0.314115978543524,-0.415025679353871,-0.0632513501758888,0.0482642801277483,0.0482642801277483,1,"24"
142853,106025,1,39.1643,"Somewhat agree","Somewhat agree","Strongly agree","Neither agree nor disagree",3,2,4,3,3,3,2,2,2,2,1,3,2,2,2,2,2,2,1,3,3,4,4,4,3,4,3,3,3,3,4,1,1,34.7356,0,16,"Teacher has taught 3 years or less",7.14,0,23,13,18,1,0,1,1,5,1,1,1,1,1,1,5,2,2,1,2,2,2,23,1,-8,0,1,23,0.140779218686842,0.80138312644693,0.519053335265982,0.57465673749764,-0.0340054760845068,0.24619996667651,0.24619996667651,1,"130"
142983,104747,1,915.9357,"Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree",2,2,4,4,2,4,1,2,4,4,2,4,4,3,1,2,1,4,1,2,2,3,2,3,1,4,2,1,3,1,4,1,2,43.2324,0,18,"Teacher has taught 3 years or less",2.14,0,11,9,12,1,0,2,1,5,1,1,1,1,1,1,5,1,1,2,2,2,2,11,1,-8,0,0,11,0.0100206854021696,-0.372917204020382,-0.566374547819995,-0.531993857539256,0.694189318266691,0.170441185081223,0.170441185081223,1,"143"
143008,104334,1,104.2105,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",3,5,5,5,4,5,4,3,2,2,1,2,3,2,1,1,1,2,1,3,3,4,3,4,2,4,2,2,3,3,4,2,1,97.2389,0,15,"Teacher has taught 3 years or less",3.13,138,0,12,15,1,1,1,3,5,1,1,1,1,1,1,4,2,1,1,1,2,2,0,2,-8,0,0,138,0.159682248910232,0.560026801548164,0.00620600740304297,0.424413627661172,0.0141774398337799,0.251482607366589,0.251482607366589,1,"46"
143067,101543,1,953.9076,"Somewhat agree","Strongly disagree","Strongly agree","Somewhat disagree",2,1,4,5,4,5,3,4,3,4,3,4,4,2,2,2,2,2,1,2,2,2,3,3,3,3,3,2,3,1,3,1,3,83.9636,0.67,11,"Teacher has taught 3 years or less",13.1,149,0,9,15,1,0,0,1,5,1,1,1,1,1,1,4,2,1,2,1,2,2,0,-8,2,0,0,149,0.985395739239303,-0.33609023631286,-0.231477591494301,-0.543710653129937,0.862648981531308,0.213619903150132,0.213619903150132,1,"75"
143408,108556,1,1878.7167,"Somewhat disagree","Strongly disagree","Somewhat disagree","Strongly disagree",4,4,5,4,4,5,1,1,4,1,1,3,2,2,1,2,2,2,1,2,2,3,3,3,3,4,3,3,3,2,3,1,1,71.2982,0.77,19,"Teacher has taught 3 years or less",18.75,130,0,11,16,1,0,0,1,5,1,1,1,1,2,-8,0,2,1,1,1,2,2,0,1,1,0,0,130,-0.479233577024622,0.221785729212021,0.0660728836688204,-0.321671328952987,-0.14081514118216,0.31140476764258,0.31140476764258,1,"135"
143998,101446,1,258.5463,"Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree",4,3,3,3,2,4,2,2,4,4,3,3,2,1,2,1,3,3,2,2,2,4,3,3,3,4,2,1,1,2,3,1,1,209.6316,5.88,13,"Teacher has taught 3 years or less",8.57,0,17,7,15,1,0,1,1,5,1,1,1,1,1,1,3,1,2,2,1,2,2,17,-8,2,0,0,17,0.459980276567235,-0.314276880299518,-0.182491401816184,-0.122737774685085,-0.288573194487907,0.148869583335652,0.148869583335652,1,"153"
144677,109747,1,517.9135,"Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree",1,5,5,5,4,5,1,1,3,2,1,2,1,1,1,2,1,1,1,3,2,4,4,3,3,4,4,2,1,2,4,1,1,9.7843,0,20,"Teacher has taught 3 years or less",10,158,0,9,18,1,0,7,1,5,1,1,1,1,1,2,3,1,2,2,1,2,2,0,2,-8,0,0,158,-1.02889279348862,0.101149502786779,0.483419038565466,0.158285863797444,-0.895372148065019,0.11990472896882,0.11990472896882,1,"162"
144842,100389,1,2739.7149,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree",2,3,4,4,2,4,2,2,3,3,2,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,1,1,448.444,1.18,14,"Teacher has taught 3 years or less",14.29,170,0,12,14,1,0,1,3,5,1,1,1,1,1,1,2,2,1,1,2,2,2,0,2,2,0,0,170,0.543667061168132,0.528821570428427,-0.176819857718668,0.157600019546042,0.339890066739424,0.217981815066458,0.217981815066458,1,"137"
145082,109603,1,402.4398,"Strongly agree","Strongly agree","Strongly agree","Strongly agree",4,4,4,5,5,5,3,3,4,4,2,4,3,3,3,4,3,2,4,3,3,4,4,4,4,4,3,2,2,2,3,1,2,58.966,0,11,"Teacher has taught 3 years or less",14.29,0,0,9,19,1,0,3,3,5,1,1,1,1,1,1,2,2,2,1,1,2,2,45,1,1,0,0,0,1.11952368321174,0.0608877469971016,0.544059857843853,0.508360978105012,1.0638999925398,0.0988787166751589,0.0988787166751589,1,"66"
145211,100170,1,840.1185,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree",5,5,5,5,4,5,1,1,1,2,2,2,1,2,1,1,1,3,1,3,2,4,4,4,4,4,4,3,2,2,4,1,1,441.4594,0,19,"Teacher has taught 3 years or less",9.52,115,0,11,20,1,0,0,1,5,1,1,1,1,2,-8,0,1,1,1,2,2,2,0,2,-8,0,0,115,-0.738376395251525,0.393781703262997,0.891073797069324,0.286873042400002,-0.842627250565428,0.423061852278631,0.423061852278631,1,"76"
145623,106419,1,25.3525,"Somewhat disagree","Strongly agree","Strongly agree","Somewhat agree",5,4,4,4,2,5,4,4,4,3,4,4,4,4,4,2,3,1,3,2,1,4,3,4,4,4,1,2,4,1,3,1,1,23.6565,0,6,"Teacher has taught 3 years or less",10.16,95,0,10,16,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,0,2,-8,0,0,95,1.85041177442459,-0.23487834548846,-0.205700379622617,-0.492466796548509,1.48092800665769,0.139523665609108,0.139523665609108,1,"184"
145718,102600,1,162.0596,"Strongly agree","Strongly agree","Strongly agree","Somewhat agree",4,4,4,4,4,4,2,1,3,2,1,2,2,2,2,1,2,2,1,4,4,4,4,4,4,4,3,4,4,4,4,2,5,143.7342,0.17,17,"Teacher has taught 3 years or less",9.65,585,0,16,19,1,1,0,3,5,1,1,1,1,1,1,3,1,2,1,2,2,2,0,2,2,0,1,585,-0.168702461951621,1.6808769679963,1.05280359682865,1.43998080744563,-0.470074724018625,0.204222520124565,0.204222520124565,1,"91"
146496,109331,1,24.2638,"Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree",2,3,4,4,4,4,2,2,4,4,1,1,2,2,2,2,2,3,2,2,2,2,2,3,3,3,1,2,1,1,1,3,2,22.4005,0,16,"Teacher has taught 3 years or less",7.5,0,23,5,12,1,0,0,1,5,1,1,1,1,1,2,4,1,1,1,1,2,1,23,1,-8,0,0,23,-0.0482095731772682,-0.959852418990523,-0.734983782254167,-0.696271165769375,0.0281032128570771,0.364770487879757,0.364770487879757,1,"122"
146536,104755,1,720.9465,"Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree",4,3,4,4,4,5,2,2,2,3,1,3,2,2,2,2,2,1,2,3,3,3,3,4,4,4,3,3,3,3,3,2,3,95.0895,0,16,"Teacher has taught 3 years or less",8.77,62,0,12,18,1,0,1,2,5,1,1,1,1,1,1,5,2,2,1,1,2,2,0,2,-8,0,0,62,0.132767339800057,0.633591101358509,0.493901392969573,0.308814074911067,-0.00372288892473368,0.231125156302506,0.231125156302506,1,"29"
146610,108800,1,851.0657,"Somewhat disagree","Somewhat agree","Strongly disagree","Strongly disagree",3,3,3,4,4,5,1,1,2,3,1,2,3,2,1,1,1,1,2,1,2,4,4,3,4,4,2,3,3,3,3,2,2,515.3539,0,20,"Teacher has taught 3 years or less",8.13,0,17,12,17,1,0,0,1,5,1,1,1,1,1,1,4,2,2,1,2,2,2,17,-8,-8,0,0,17,-0.857463328899986,0.585052956475649,0.205762631766234,-0.309193854247589,-0.2248204770343,0.230037186312591,0.230037186312591,1,"42"
146648,111658,0,33.5407,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",4,5,5,5,5,5,2,1,4,4,1,2,3,3,1,2,2,2,3,3,3,3,3,4,4,4,3,2,4,3,4,5,4,26.6316,0,18,"Teacher has taught 3 years or less",14.29,0,24,13,18,1,0,4,1,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,24,2,-8,0,0,24,-0.271447560646367,0.760698389286713,0.522402506739222,0.255933548540881,0.302543193780541,0.0687456132242252,0.0687456132242252,1,"37"
146769,105667,1,31.6057,"Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree",3,3,4,5,5,5,2,1,2,3,1,2,2,1,2,1,1,1,1,3,3,4,4,3,3,4,2,1,2,2,3,2,2,28.0318,0,18,"Teacher has taught 3 years or less",11.11,0,21,8,16,1,1,1,3,5,1,1,1,1,2,-8,0,1,1,2,1,2,2,21,-8,-8,0,0,21,-0.321722264002584,-0.149141657981151,0.0626103038219969,0.416166130697338,-0.634291923793114,0.121394233266783,0.121394233266783,1,"82"
147079,104773,1,823.4618,"Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree",2,5,5,5,5,5,1,1,4,3,2,2,1,1,1,1,1,2,2,2,4,4,3,3,3,4,1,1,3,1,3,5,3,479.2906,2,19,"Teacher has taught 3 years or less",6.67,100,0,8,14,1,0,0,1,5,1,1,1,1,1,1,4,2,1,1,1,2,2,0,2,2,0,0,100,-0.697722958861612,-0.431489351529349,-0.227164501944789,0.534046201336103,-1.13444232849398,0.253854359034974,0.253854359034974,1,"125"
147260,111001,1,963.1655,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",3,4,5,5,5,5,2,2,2,3,2,2,3,2,2,2,3,2,1,2,2,2,2,2,2,4,1,2,2,2,2,1,1,386.5586,0,14,"Teacher has taught 3 years or less",6.14,0,22,8,11,1,0,1,1,5,1,1,1,1,1,1,5,2,2,1,1,2,2,22,-8,-8,0,0,22,0.38152858163685,-0.2812983397576,-0.759354144399911,-0.665489474510553,0.433143070740637,0.186165296213639,0.186165296213639,1,"199"
147338,100985,0,12.6253,"Strongly agree","Strongly agree","Strongly agree","Strongly agree",4,5,5,5,2,5,2,2,4,4,2,3,4,3,2,3,3,2,2,2,1,2,1,3,2,3,1,1,2,1,2,3,5,9.4528,0,14,"Teacher has taught 3 years or less",12.5,0,8,6,10,1,0,6,1,5,1,1,1,1,1,2,3,1,1,2,2,2,2,8,1,-8,0,0,8,0.604001861341249,-0.982646686117649,-1.05304780302987,-1.12373426784791,1.14659342949514,0.165528244297198,0.165528244297198,1,"134"
147592,102450,1,545.453,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree",2,4,4,5,3,5,1,1,2,2,1,2,1,1,1,2,1,2,1,4,4,4,4,4,4,4,2,3,3,3,4,1,1,166.2269,0,20,"Teacher has taught 3 years or less",10.53,0,0,13,18,1,0,3,1,5,1,1,1,1,1,1,5,2,2,1,1,2,2,22,1,2,0,0,0,-0.979885369930234,0.870104805134018,0.651383103881856,1.21957803753927,-1.01551522080437,0.133160701430682,0.133160701430682,1,"19"
147605,107742,1,4.3759,"Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree",1,1,2,1,2,2,3,3,4,4,4,4,3,2,4,3,4,2,1,2,3,4,4,4,4,4,4,1,4,2,4,1,5,2.9305,0,7,"Teacher has taught 3 years or less",12.5,0,10,11,20,1,0,0,3,5,1,2,2,2,2,-8,0,2,2,2,2,2,2,10,2,-8,0,0,10,1.5713969766243,0.272931749300151,0.7875589204584,0.435249529507606,0.891895180828144,0.127658142483785,0.127658142483785,1,"41"
147767,102238,0,136.4972,"Strongly agree","Somewhat disagree","Somewhat agree","Strongly disagree",4,4,5,5,4,4,2,3,2,3,2,2,2,2,1,2,3,3,2,3,2,3,2,1,2,3,2,1,1,1,2,2,5,105.219,0,14,"Teacher has taught 3 years or less",2.38,120,0,5,10,1,1,1,3,5,1,1,1,1,1,2,4,1,1,1,1,2,2,0,2,-8,0,0,120,0.278765261520008,-1.10571025224696,-0.826897835320018,-0.369022212936416,0.0917625397383954,0.296341688079313,0.296341688079313,1,"22"
147858,109311,1,40.7364,"Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree",5,5,5,5,4,5,2,2,3,2,2,3,1,1,1,1,1,2,1,3,2,4,3,3,3,3,3,3,3,2,3,2,1,34.7321,0,17,"Teacher has taught 3 years or less",12.5,134,0,11,15,1,0,1,1,5,1,1,1,2,1,1,5,2,2,1,1,2,2,0,2,-8,0,0,134,-0.200618252428856,0.212834912637129,-0.0264629340854613,0.120509900144812,-0.845500335379392,0.262802483795989,0.262802483795989,1,"169"
147948,107698,1,6.6378,"Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree",5,3,5,4,4,5,2,2,4,2,2,3,2,2,2,2,4,1,2,4,4,4,4,4,4,4,4,4,3,3,4,2,5,6.1938,0,13,"Teacher has taught 3 years or less",3.54,50,0,14,20,1,1,1,3,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,0,-8,-8,0,0,50,0.529309210502653,1.13138948385006,1.2301671656794,1.48007653624858,-0.0137725533759743,0.254025795490698,0.254025795490698,1,"165"
147992,110823,1,891.9333,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree",2,2,4,4,3,4,2,1,2,2,2,3,3,2,2,2,2,2,2,3,3,3,4,4,4,4,4,3,3,3,4,2,1,124.7299,1.72,16,"Teacher has taught 3 years or less",4.55,58,0,13,20,1,1,2,3,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,0,2,1,0,0,58,0.158938710493683,0.864241736612358,0.950471064365403,0.401711732757317,0.250576750130145,0.283603491760469,0.283603491760469,1,"33"
