CNTLNUM,SCHCNTL,currentTeacher,TFSFINWT,F0105,F0108,F0113,F0116,T0293,T0294,T0295,T0296,T0297,T0298,T0299,T0300,T0301,T0303,T0306,T0307,T0308,T0309,T0310,T0311,T0312,T0315,T0320,T0321,T0322,T0324,T0325,T0326,T0327,T0331,T0332,T0335,T0336,T0337,T0338,T0339,T0340,TFNLWGT,LEP_T,MGMNT_T,NEWTCH,PLAN,PUPILS_D,PUPILS_S,SBKGD_T,SDLQ_T,T0051,T0059,T0106,T0120,T0122,T0124,T0125,T0126,T0127,T0147,T0148,T0149,T0150,T0153,T0154,T0155,T0156,T0158,T0208,T0248,T0250,treat,teachImputed,PUPILS
138568,100708,1,2456.9148,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,3,4,5,5,5,4,2,1,3,3,1,2,2,2,1,1,2,2,1,2,2,4,4,4,4,4,2,2,3,2,3,2,1,405.5996,7.69,18,Teacher has taught 3 years or less,11.76,0,13,10,18,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,13,1,1,0,0,13
138658,111404,1,5.0072,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,5,5,5,5,4,1,3,3,1,4,3,4,2,2,4,2,3,2,3,2,2,3,1,3,2,1,1,1,2,1,2,4,4,4.7567,0,9,Teacher has taught 3 years or less,12.5,50,0,6,8,1,1,0,3,5,2,2,1,1,2,-8,0,2,2,1,2,2,2,0,2,-8,0,1,50
138690,105937,1,63.3375,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,4,2,5,5,3,5,1,1,2,2,1,4,3,2,1,2,2,1,1,2,2,3,4,4,4,4,2,1,3,1,3,2,3,54.0017,1.85,19,Teacher has taught 3 years or less,15,54,0,8,18,1,0,1,1,5,1,2,1,1,2,-8,0,1,2,2,2,2,2,0,-8,2,0,0,54
138700,101605,1,559.425,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,4,5,5,5,5,5,3,1,2,1,1,2,3,2,2,2,2,2,1,4,4,4,4,2,4,4,4,4,2,4,4,1,1,79.0752,0,16,Teacher has taught 3 years or less,17.5,19,0,14,18,1,0,0,1,5,1,1,1,1,1,1,5,1,2,2,2,2,2,0,-8,-8,0,0,19
138820,104720,1,485.9494,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,3,3,4,4,3,4,2,1,4,2,1,1,3,3,1,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,1,1,325.443,0,17,Teacher has taught 3 years or less,10.14,100,0,8,14,1,0,7,1,5,1,1,1,1,1,1,4,2,1,1,1,1,2,0,1,-8,1,0,100
138855,109311,0,47.0394,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2,4,4,5,5,5,1,1,1,2,1,2,1,2,1,1,1,2,1,4,3,4,4,4,4,4,3,3,4,3,4,2,5,34.7321,0,20,Teacher has taught 3 years or less,2.08,120,0,14,19,1,1,0,3,5,1,1,1,1,1,1,5,2,2,1,1,1,2,0,2,-8,1,0,120
138879,102396,0,11.5234,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,4,4,4,4,4,4,1,1,4,3,1,1,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,3,3,2,3,2,1,8.8828,6.52,20,Teacher has taught 3 years or less,1.88,46,0,11,20,1,0,0,3,5,1,2,1,1,1,2,3,2,2,2,1,2,2,0,2,2,0,0,46
138920,100385,1,117.0003,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,1,1,4,5,4,1,3,2,4,3,1,4,2,2,2,2,3,1,1,3,2,3,3,3,3,4,4,2,1,1,2,3,5,103.4412,100,14,Teacher has taught 3 years or less,3.33,0,18,6,17,1,0,2,1,4,-8,-8,-8,-8,-8,-8,0,2,2,2,1,1,2,18,-8,1,1,0,18
138958,103771,1,26.8252,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,5,5,5,5,5,1,1,1,2,1,3,1,1,1,1,1,2,2,2,3,4,3,3,3,4,1,2,1,1,4,2,5,22.8712,0,20,Teacher has taught 3 years or less,8.82,93,0,8,14,1,0,1,3,5,1,1,1,1,1,1,3,2,2,1,2,1,2,0,2,-8,1,0,93
139017,106819,0,491.4071,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,4,4,4,4,2,4,1,1,3,4,3,2,2,2,2,2,2,2,2,3,1,3,2,3,1,3,1,1,3,1,3,2,1,76.8211,0,16,Teacher has taught 3 years or less,1.96,0,0,8,10,1,0,1,2,5,2,2,1,1,2,-8,0,1,1,1,1,2,1,21,2,-8,0,1,0
139118,104647,1,559.507,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,4,4,5,5,4,5,2,1,2,2,2,4,3,2,2,3,4,3,2,3,3,3,4,4,4,4,3,2,3,1,3,3,3,101.6779,0,14,Teacher has taught 3 years or less,22.86,83,0,9,19,1,0,0,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,0,1,-8,0,0,83
139192,110734,1,23.0082,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,3,3,2,3,3,1,2,2,4,4,4,2,3,2,1,1,2,3,4,1,1,1,2,2,3,2,1,1,1,1,4,3,3,19.6081,0,14,Teacher has taught 3 years or less,21.43,48,0,7,10,1,1,3,3,5,1,1,1,1,2,-8,0,1,1,1,1,1,2,0,1,-8,1,0,48
139274,107879,0,23.2329,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,4,4,4,4,4,4,1,1,2,3,1,1,1,1,1,1,1,3,1,3,3,3,3,4,4,4,3,1,1,2,2,3,1,17.3949,0,20,Teacher has taught 3 years or less,12.5,1050,0,6,18,1,1,1,3,5,1,1,1,1,1,1,5,2,2,2,2,2,2,0,2,-8,0,0,1050
139334,101484,1,91.6097,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,4,5,5,5,4,5,2,2,4,4,1,3,2,2,1,2,2,1,1,3,2,3,3,3,2,4,1,1,2,1,3,3,5,64.7035,0,17,Teacher has taught 3 years or less,19.74,0,10,7,13,1,0,0,2,5,1,1,1,1,1,1,3,1,1,2,1,2,2,10,1,-8,0,0,10
139342,110076,0,62.5946,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,3,5,5,4,3,3,2,2,2,3,3,4,4,4,3,4,4,3,3,3,3,4,4,3,4,4,4,3,4,3,4,1,5,46.2173,0,11,Teacher has taught 3 years or less,18.75,90,0,14,19,1,0,0,1,5,1,1,1,1,1,2,1,2,2,1,1,1,2,0,2,-8,1,0,90
139412,109329,1,42.9922,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,4,4,4,4,4,4,1,2,2,2,1,2,3,2,1,2,2,3,2,3,2,3,2,3,3,3,1,3,2,3,4,1,1,36.6552,0,18,Teacher has taught 3 years or less,12.5,0,0,12,12,1,0,0,2,5,1,1,1,1,1,1,4,1,2,2,2,2,2,28,1,2,0,0,0
139415,111583,1,16.9542,Strongly agree,Strongly agree,Strongly agree,Strongly agree,3,2,4,4,3,3,3,4,4,3,3,3,3,2,3,3,3,2,3,4,3,4,4,4,4,4,2,1,2,2,3,1,1,15.6523,0,9,Teacher has taught 3 years or less,9.87,0,0,8,18,1,0,1,2,5,1,1,1,1,2,-8,0,1,1,2,2,2,2,15,2,-8,0,0,0
139416,103961,1,213.1549,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,2,4,5,5,3,5,2,3,3,4,2,4,2,2,4,2,3,1,3,2,2,4,2,2,4,3,1,1,1,1,3,3,5,189.0521,38.46,11,Teacher has taught 3 years or less,1.6,0,13,6,12,1,0,1,1,5,1,1,1,1,1,1,3,2,2,2,2,2,2,13,-8,1,0,0,13
139428,100946,0,468.3149,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,2,2,3,4,4,4,1,1,2,2,1,2,2,2,1,1,2,2,2,3,3,4,4,3,4,4,3,3,4,4,4,1,1,378.3022,5,19,Teacher has taught 3 years or less,12.5,0,20,15,18,1,0,1,1,5,1,1,1,1,1,1,5,2,2,1,2,2,2,20,1,2,0,0,20
139492,105544,1,42.1888,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,2,2,4,5,4,5,3,3,4,2,2,3,3,2,2,2,3,1,1,2,2,4,4,4,4,4,4,2,2,2,3,1,1,36.711,0,12,Teacher has taught 3 years or less,6.25,0,20,9,20,1,0,1,3,5,1,1,1,1,1,1,2,1,1,1,1,2,2,20,1,-8,0,0,20
139512,101820,1,695.7873,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,3,2,5,5,5,5,2,2,3,1,2,2,2,1,2,3,3,1,2,3,2,4,4,4,4,4,4,2,3,3,3,1,1,97.9023,0,14,Teacher has taught 3 years or less,3.51,0,17,11,20,1,0,0,2,5,2,1,1,1,1,1,3,1,1,1,1,2,1,17,2,-8,0,0,17
139521,105749,1,4332.4937,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,5,4,5,3,3,5,1,1,1,2,1,2,3,2,2,2,1,3,1,3,3,3,3,4,4,4,3,2,3,1,4,1,1,132.7889,0.75,19,Teacher has taught 3 years or less,8.33,134,0,10,18,1,0,0,1,5,1,1,1,1,1,1,5,2,2,2,1,2,2,0,2,2,0,0,134
139560,110346,1,674.6466,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,5,4,5,3,4,3,2,1,3,2,1,2,3,3,1,2,2,1,1,4,4,4,3,3,4,4,2,3,3,3,3,1,1,25.7186,0,18,Teacher has taught 3 years or less,6.58,0,0,12,16,1,0,1,1,5,1,1,1,1,1,1,5,2,2,1,1,1,2,2,1,-8,1,0,0
139562,104354,1,901.7941,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,5,2,5,5,3,5,4,3,3,3,4,4,2,2,2,2,3,1,2,3,3,4,2,4,3,4,1,1,1,1,3,1,5,277.8174,1.41,9,Teacher has taught 3 years or less,5.41,71,0,6,14,1,1,0,3,5,2,1,1,1,1,1,1,2,1,1,2,2,2,0,1,2,0,0,71
139566,110528,1,691.9758,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,2,4,5,5,5,5,2,2,2,2,2,3,2,3,2,2,3,1,1,2,2,4,4,4,3,3,1,1,1,1,3,1,1,139.5577,0,14,Teacher has taught 3 years or less,6.58,0,0,6,15,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,28,2,1,0,1,0
139584,111061,0,4.4719,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,5,4,4,4,5,4,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,2,1,3,1,1,1,1,2,3,5,3.6124,0,20,Teacher has taught 3 years or less,3.33,0,1,5,8,1,0,0,3,5,2,2,1,1,1,1,5,2,2,1,2,2,2,1,-8,-8,0,1,1
139589,102849,1,432.1878,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,3,5,5,5,2,5,1,2,2,1,1,1,1,2,1,3,1,1,2,3,1,4,2,4,1,4,1,1,1,1,4,5,1,318.8379,0,19,Teacher has taught 3 years or less,1.25,0,7,7,12,1,0,0,3,5,1,2,1,1,1,2,5,2,2,2,1,2,2,7,2,-8,0,0,7
139658,104092,1,29.8721,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,4,4,4,5,3,4,3,2,2,2,3,3,2,2,3,1,2,2,2,4,3,4,4,3,3,4,2,2,4,2,4,2,3,25.4576,0,12,Teacher has taught 3 years or less,11.25,85,0,12,16,1,0,1,1,5,1,2,1,1,2,-8,0,2,1,1,2,1,2,0,2,-8,1,0,85
139737,104561,1,438.6766,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,5,5,5,5,5,5,2,2,4,1,4,4,2,1,3,1,3,1,1,4,3,4,4,2,4,4,4,3,2,3,4,1,1,50.5822,0,11,Teacher has taught 3 years or less,10.42,55,0,12,18,1,0,6,1,5,2,1,1,1,1,2,3,2,2,2,2,2,2,0,2,-8,0,1,55
139793,102922,0,33.3629,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,2,5,5,5,4,5,2,1,4,2,1,2,2,2,1,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,27.305,0,19,Teacher has taught 3 years or less,6.25,40,0,12,15,1,0,0,3,5,2,2,2,2,1,1,4,2,1,2,1,1,2,0,-8,-8,1,0,40
139844,101071,1,25.457,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,4,5,5,5,5,5,1,1,3,1,1,2,2,1,1,1,2,1,2,2,3,3,2,3,4,3,3,2,1,2,3,1,1,22.5068,0,19,Teacher has taught 3 years or less,9.52,101,0,8,15,1,0,3,1,5,1,1,1,1,2,-8,0,1,1,1,2,2,2,0,2,-8,0,0,101
139880,101597,0,19.292,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,2,4,5,5,2,5,2,2,4,4,1,2,4,2,1,3,2,2,2,2,2,3,3,2,2,4,1,1,1,1,1,1,2,15.7889,0,17,Teacher has taught 3 years or less,3.33,105,0,4,12,1,0,5,3,5,2,2,2,2,2,-8,0,2,2,2,2,2,2,0,2,-8,0,0,105
140025,103248,1,69.8299,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,3,4,4,4,4,4,2,2,2,3,3,2,2,3,2,4,3,1,2,3,3,3,3,3,3,3,1,2,3,2,3,3,1,61.9337,0,13,Teacher has taught 3 years or less,2.92,0,0,10,13,1,0,0,1,5,1,1,1,1,1,2,3,2,2,1,1,2,2,9,1,-8,0,0,0
140031,110970,1,122.8538,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,4,1,4,2,3,4,3,4,4,4,4,4,4,1,4,1,4,1,3,2,2,1,1,2,1,2,1,1,1,1,1,2,3,108.9617,100,6,Teacher has taught 3 years or less,0,0,20,4,7,1,0,0,1,5,1,1,1,1,2,-8,0,1,1,1,2,1,1,20,-8,1,1,0,20
140033,107619,1,65.8029,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,3,5,5,4,4,5,4,4,2,3,2,3,4,2,4,2,4,3,1,2,1,1,4,4,4,4,2,2,3,1,4,1,1,56.0789,1.47,7,Teacher has taught 3 years or less,18.75,136,0,10,18,1,0,3,1,5,1,1,1,1,1,1,5,1,1,2,1,2,1,0,2,1,0,0,136
140040,107189,1,406.0867,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,4,5,5,5,5,5,2,2,2,3,2,3,3,2,2,2,2,3,2,1,1,1,1,1,1,1,2,3,3,2,3,4,1,76.2878,9.49,15,Teacher has taught 3 years or less,5,158,0,11,6,1,0,0,1,4,-8,-8,-8,-8,-8,-8,0,1,2,1,2,2,2,0,1,1,0,0,158
140185,103702,1,730.9401,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,5,3,4,4,5,5,1,1,4,2,1,1,1,1,1,1,1,1,1,3,3,4,3,4,4,4,3,3,3,3,3,2,5,323.369,0,20,Teacher has taught 3 years or less,2.5,0,17,12,18,1,0,0,1,5,1,1,1,1,1,1,5,2,1,1,1,2,2,17,2,-8,0,0,17
140265,111358,0,35.1371,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,4,4,4,4,2,4,2,2,4,2,3,3,4,2,2,2,2,2,2,2,2,2,3,3,4,4,1,3,3,1,3,1,1,25.9437,0,14,Teacher has taught 3 years or less,3.95,280,0,10,15,1,0,0,3,5,1,1,1,1,2,-8,0,2,2,2,1,2,2,0,2,-8,0,0,280
140311,104368,1,799.4665,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,5,1,4,4,4,4,2,1,4,2,2,3,2,2,1,1,1,1,1,4,3,4,3,3,4,4,3,2,1,2,3,1,5,94.0295,0,18,Teacher has taught 3 years or less,8.33,0,18,8,17,1,0,1,1,5,1,1,1,1,1,1,4,1,1,1,1,2,2,18,1,-8,0,0,18
140433,101662,1,107.2482,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,1,3,4,4,4,4,1,1,3,4,1,2,3,2,1,1,2,1,3,3,2,4,2,3,3,3,1,1,1,1,3,2,2,95.1206,0,19,Teacher has taught 3 years or less,6.58,0,0,6,12,1,1,1,3,5,1,1,1,1,2,-8,0,2,1,1,2,2,2,0,-8,-8,0,1,0
140466,109282,1,809.5595,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,4,4,4,4,4,4,3,1,3,3,2,3,3,3,2,2,2,3,1,1,1,1,3,3,3,3,2,2,3,1,3,1,1,91.9218,0,15,Teacher has taught 3 years or less,12.39,125,0,9,14,1,0,0,1,5,1,1,1,1,2,-8,0,2,1,2,2,2,2,0,2,-8,0,0,125
140530,111869,0,116.7603,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,4,4,4,4,2,4,4,4,4,3,3,4,4,1,4,1,3,4,2,3,2,3,4,2,3,3,2,2,1,2,2,3,5,87.4204,24.63,7,Teacher has taught 3 years or less,22.22,203,0,7,14,1,0,0,1,5,2,2,2,2,1,1,1,2,2,2,2,2,2,0,-8,1,0,1,203
140552,101072,1,246.2558,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,3,1,5,5,5,3,3,3,3,4,2,3,2,2,2,2,3,1,3,2,2,4,4,3,3,3,1,1,3,2,3,2,5,218.4092,0,12,Teacher has taught 3 years or less,11.9,0,22,9,14,1,0,1,1,5,1,1,1,1,2,-8,0,1,2,2,2,2,2,22,2,-8,0,0,22
140709,108833,1,831.6626,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,4,5,5,5,5,5,2,1,4,1,2,2,1,1,2,2,1,3,1,2,3,4,3,3,4,4,3,3,4,3,3,1,2,140.6611,0,17,Teacher has taught 3 years or less,10.42,0,17,13,17,1,0,1,1,5,1,1,1,1,1,1,5,1,2,1,1,1,1,17,2,-8,1,0,17
140753,107171,1,18.6382,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,3,3,4,5,5,4,1,2,4,1,1,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,3,3,3,4,1,2,16.2181,0,17,Teacher has taught 3 years or less,7.14,0,19,13,20,1,0,1,2,5,2,1,1,1,2,-8,0,1,1,1,1,2,1,19,1,-8,0,0,19
140791,103828,1,50.7653,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,4,3,5,5,5,5,2,1,3,2,1,1,1,1,2,2,2,1,1,3,3,4,4,4,4,4,4,2,3,3,4,2,1,44.1737,16.67,17,Teacher has taught 3 years or less,4.44,0,18,12,20,1,0,1,1,5,1,1,1,1,2,-8,0,2,1,1,2,1,2,18,-8,2,1,0,18
140793,105246,0,114.4675,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,2,2,2,4,4,5,4,3,1,4,2,4,2,2,3,2,2,1,1,2,2,4,2,4,4,4,4,2,2,1,4,1,2,92.466,0,11,Teacher has taught 3 years or less,7.14,0,13,9,18,1,0,0,1,5,1,1,1,1,1,1,5,2,2,1,2,1,2,13,2,-8,1,1,13
140804,101458,0,109.6268,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,5,4,5,4,4,4,1,1,1,2,1,3,2,3,1,2,2,2,1,3,3,3,2,4,4,4,4,2,3,3,4,3,5,80.944,5.22,19,Teacher has taught 3 years or less,16.67,134,0,12,18,1,1,0,3,5,1,1,1,1,1,1,4,1,1,1,1,1,2,0,2,2,1,0,134
140836,109292,1,3.6109,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,1,2,2,5,5,5,2,1,2,4,4,2,2,2,2,1,2,1,3,1,1,1,3,3,2,3,2,1,1,1,2,3,3,2.9278,0,14,Teacher has taught 3 years or less,15.63,0,13,5,13,1,0,1,1,5,1,1,1,1,2,-8,0,1,1,1,1,1,2,13,2,-8,1,0,13
140840,111786,1,972.2928,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,3,1,5,5,4,5,1,1,2,2,1,3,3,1,1,2,2,3,2,1,1,1,2,2,2,3,1,2,4,1,4,1,1,101.8037,3.68,19,Teacher has taught 3 years or less,2,163,0,11,10,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,0,2,2,0,0,163
140859,108500,1,10.1669,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,5,4,4,4,4,5,2,2,4,1,2,4,3,2,3,2,2,1,2,4,4,4,3,4,4,4,2,3,3,2,3,1,1,7.6661,100,14,Teacher has taught 3 years or less,5,0,3,11,17,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,3,1,1,0,0,3
140943,107803,0,66.161,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,2,2,5,5,5,5,1,1,4,2,1,2,1,1,1,2,1,1,1,3,3,4,3,3,3,3,2,3,2,2,3,1,5,55.0131,0,20,Teacher has taught 3 years or less,17.14,0,23,10,14,1,1,1,3,5,1,1,1,1,1,2,5,1,1,1,1,2,2,23,1,-8,0,0,23
140945,107978,0,539.2362,Strongly agree,Strongly agree,Strongly agree,Strongly agree,3,3,3,3,3,5,2,2,4,3,2,2,2,2,2,3,3,2,3,2,2,2,1,1,2,3,1,1,1,1,2,4,5,116.4911,38.46,14,Teacher has taught 3 years or less,5.26,0,26,5,8,1,0,5,3,5,1,1,1,1,1,1,4,1,2,1,1,2,2,26,2,2,0,0,26
140980,108791,1,32.9975,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,4,4,4,4,4,4,2,2,2,2,1,3,2,2,2,2,2,3,1,3,2,4,4,4,3,2,3,2,2,3,3,1,5,22.9022,8,16,Teacher has taught 3 years or less,10,50,0,10,16,1,0,1,1,5,1,1,1,1,1,1,3,2,2,2,2,2,2,0,2,2,0,0,50
140984,109840,1,589.5764,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,5,5,5,5,4,5,2,2,1,2,3,1,3,1,2,1,1,1,1,3,3,4,4,4,4,4,3,2,3,3,3,1,3,238.6052,0,15,Teacher has taught 3 years or less,10,0,0,11,19,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,6,1,-8,0,0,0
141014,105993,1,32.1246,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,4,4,4,4,3,4,2,2,4,3,2,3,3,2,2,3,3,3,2,3,1,2,3,3,3,3,1,1,2,1,3,3,5,29.9754,2.61,14,Teacher has taught 3 years or less,19.74,115,0,7,13,1,0,0,3,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,0,2,2,0,0,115
141030,106317,1,38.563,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2,3,4,4,3,3,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,4,4,4,3,4,3,3,4,3,3,3,5,26.3371,0,13,Teacher has taught 3 years or less,9.38,0,0,13,18,1,0,2,1,5,1,1,1,1,2,-8,0,1,1,2,1,2,2,25,2,2,0,0,0
141276,108533,1,509.6831,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,3,3,5,5,2,4,1,3,4,4,3,1,2,2,1,3,2,1,1,4,4,4,4,4,4,4,1,1,1,1,4,3,1,98.8346,0,15,Teacher has taught 3 years or less,10.71,0,16,7,17,1,1,1,3,5,1,1,1,1,1,1,5,2,2,1,2,2,2,16,2,-8,0,0,16
141286,105424,1,455.8937,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,4,3,3,4,5,5,1,2,3,4,2,3,2,2,1,3,1,1,1,3,2,1,1,3,3,4,2,1,1,1,2,1,1,18.4681,0,18,Teacher has taught 3 years or less,1.88,0,8,5,13,1,0,1,3,5,1,1,1,1,2,-8,0,2,1,2,2,2,2,8,2,-8,0,0,8
141354,108624,0,81.237,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,3,4,5,3,2,4,2,2,2,4,3,3,4,3,2,1,3,1,3,2,1,1,3,2,2,3,1,2,4,1,3,5,4,59.982,0,13,Teacher has taught 3 years or less,11.5,39,0,10,11,1,0,1,1,5,2,1,1,1,1,2,2,2,2,2,2,2,2,0,-8,-8,0,0,39
141380,107492,1,31.8316,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,4,5,5,5,4,5,2,2,4,4,2,3,2,2,2,2,2,1,2,3,4,4,1,2,3,3,1,1,1,1,4,1,1,22.6825,0,15,Teacher has taught 3 years or less,2.86,74,0,7,10,1,1,1,3,5,1,1,1,1,2,-8,0,2,2,1,1,2,2,0,-8,-8,0,0,74
141391,102008,1,517.269,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,4,4,4,4,4,3,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,4,3,3,3,3,1,3,3,2,3,2,1,38.3961,0,19,Teacher has taught 3 years or less,6.9,158,0,11,13,1,1,1,3,5,1,1,1,1,1,1,4,2,2,1,2,2,2,0,1,-8,0,0,158
141413,111053,0,19.6578,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,3,2,4,3,3,4,2,2,3,4,1,2,2,2,2,1,2,2,3,2,1,1,1,3,2,3,1,1,1,1,2,3,3,14.7182,2.13,16,Teacher has taught 3 years or less,2.14,47,0,5,10,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,1,2,2,0,-8,1,0,1,47
141475,107854,1,429.4944,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,2,1,5,4,2,3,2,3,4,4,3,4,3,1,2,1,2,3,3,1,1,2,1,1,3,3,1,1,1,1,2,5,4,297.6779,5.75,13,Teacher has taught 3 years or less,19.74,87,0,5,9,1,0,3,1,5,1,1,1,1,1,1,5,2,2,2,2,2,2,0,-8,1,0,1,87
141562,103149,1,99.9234,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,4,4,4,5,5,5,1,1,4,3,1,2,2,2,1,1,3,2,1,3,3,4,4,4,4,4,2,1,1,1,3,3,5,81.0186,0,18,Teacher has taught 3 years or less,7.5,0,14,6,18,1,0,7,1,5,2,1,1,1,1,2,2,2,2,1,2,2,2,14,1,-8,0,0,14
141609,107046,1,1055.0083,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,4,3,4,4,4,4,2,1,3,2,1,2,1,1,1,1,2,1,1,4,3,4,4,4,4,4,4,4,3,4,4,2,1,408.7864,0,18,Teacher has taught 3 years or less,10,0,17,15,20,1,0,0,1,5,1,1,1,1,1,1,4,2,2,1,1,1,2,17,-8,-8,1,0,17
141646,105609,0,31.8504,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,3,4,4,4,4,4,1,1,4,3,1,2,1,1,1,1,1,3,1,4,3,4,3,2,4,3,3,4,3,2,4,5,4,23.8469,3.6,20,Teacher has taught 3 years or less,16.67,250,0,13,15,1,0,0,1,5,1,1,1,1,1,1,5,2,1,1,1,2,2,0,2,2,0,0,250
141652,110881,1,192.2895,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,3,4,4,4,2,5,2,3,3,3,3,3,3,2,2,3,3,4,3,2,3,4,1,3,3,3,1,1,1,2,4,3,3,131.3261,0.27,12,Teacher has taught 3 years or less,1.74,365,0,8,11,1,0,1,1,5,1,1,1,1,1,1,3,2,1,2,1,2,2,0,1,2,0,0,365
141662,105051,1,22.4588,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,4,5,5,5,5,5,1,1,4,3,1,1,1,1,1,2,1,1,1,3,3,3,4,3,3,4,2,3,3,2,3,2,1,20.9564,0,20,Teacher has taught 3 years or less,1.88,0,0,11,16,1,0,0,3,5,1,1,1,1,1,2,4,2,1,1,1,2,2,70,-8,-8,0,0,0
